Model,y_true,y_pred,prob_yes,correct,uncertainty_score,is_ambiguous,distance_to_0_5
Improved MLP,0,0,0.0135771865,1,0.4864228,0,0.4864228
Improved MLP,0,0,0.013562551,1,0.48643744,0,0.48643744
Improved MLP,0,0,0.013547809,1,0.4864522,0,0.4864522
Improved MLP,0,0,0.0135294115,1,0.48647058,0,0.48647058
Improved MLP,0,0,0.013515578,1,0.4864844,0,0.4864844
Improved MLP,0,0,0.013504874,1,0.48649514,0,0.48649514
Improved MLP,0,0,0.013453388,1,0.4865466,0,0.4865466
Improved MLP,0,0,0.013442248,1,0.48655775,0,0.48655775
Improved MLP,0,0,0.013436563,1,0.48656344,0,0.48656344
Improved MLP,0,0,0.01343411,1,0.4865659,0,0.4865659
Improved MLP,0,0,0.013430642,1,0.48656934,0,0.48656934
Improved MLP,0,0,0.013312644,1,0.48668736,0,0.48668736
Improved MLP,0,0,0.013306359,1,0.48669365,0,0.48669365
Improved MLP,0,0,0.013305275,1,0.48669472,0,0.48669472
Improved MLP,0,0,0.013274361,1,0.48672563,0,0.48672563
Improved MLP,0,0,0.013233458,1,0.48676655,0,0.48676655
Improved MLP,0,0,0.013201305,1,0.4867987,0,0.4867987
Improved MLP,0,0,0.013194877,1,0.4868051,0,0.4868051
Improved MLP,0,0,0.013155056,1,0.48684496,0,0.48684496
Improved MLP,0,0,0.013140629,1,0.48685938,0,0.48685938
Improved MLP,0,0,0.0131388055,1,0.4868612,0,0.4868612
Improved MLP,0,0,0.013119485,1,0.4868805,0,0.4868805
Improved MLP,0,0,0.013110512,1,0.48688948,0,0.48688948
Improved MLP,0,0,0.013106167,1,0.48689383,0,0.48689383
Improved MLP,0,0,0.013100584,1,0.4868994,0,0.4868994
Improved MLP,0,0,0.013095836,1,0.48690417,0,0.48690417
Improved MLP,0,0,0.013062328,1,0.48693767,0,0.48693767
Improved MLP,0,0,0.013061056,1,0.48693895,0,0.48693895
Improved MLP,0,0,0.013022887,1,0.4869771,0,0.4869771
Improved MLP,0,0,0.013013008,1,0.486987,0,0.486987
Improved MLP,0,0,0.012997084,1,0.4870029,0,0.4870029
Improved MLP,0,0,0.012994,1,0.487006,0,0.487006
Improved MLP,0,0,0.012981134,1,0.48701885,0,0.48701885
Improved MLP,0,0,0.012968217,1,0.4870318,0,0.4870318
Improved MLP,0,0,0.012939349,1,0.48706067,0,0.48706067
Improved MLP,0,0,0.012908515,1,0.48709148,0,0.48709148
Improved MLP,0,0,0.012904456,1,0.48709553,0,0.48709553
Improved MLP,0,0,0.012896587,1,0.4871034,0,0.4871034
Improved MLP,0,0,0.012853319,1,0.48714668,0,0.48714668
Improved MLP,0,0,0.012845443,1,0.48715454,0,0.48715454
Improved MLP,0,0,0.012842709,1,0.4871573,0,0.4871573
Improved MLP,0,0,0.012835881,1,0.4871641,0,0.4871641
Improved MLP,0,0,0.012796607,1,0.4872034,0,0.4872034
Improved MLP,0,0,0.012792023,1,0.48720798,0,0.48720798
Improved MLP,0,0,0.012759491,1,0.48724052,0,0.48724052
Improved MLP,0,0,0.012729878,1,0.48727012,0,0.48727012
Improved MLP,0,0,0.012724103,1,0.4872759,0,0.4872759
Improved MLP,0,0,0.012688015,1,0.487312,0,0.487312
Improved MLP,0,0,0.012679105,1,0.4873209,0,0.4873209
Improved MLP,0,0,0.012660858,1,0.48733914,0,0.48733914
Improved MLP,0,0,0.0126452865,1,0.48735473,0,0.48735473
Improved MLP,0,0,0.012639988,1,0.48736,0,0.48736
Improved MLP,0,0,0.012614508,1,0.48738548,0,0.48738548
Improved MLP,0,0,0.01261104,1,0.48738897,0,0.48738897
Improved MLP,0,0,0.012596394,1,0.4874036,0,0.4874036
Improved MLP,0,0,0.012581226,1,0.48741877,0,0.48741877
Improved MLP,0,0,0.012565509,1,0.48743448,0,0.48743448
Improved MLP,0,0,0.012553824,1,0.4874462,0,0.4874462
Improved MLP,0,0,0.012504328,1,0.48749566,0,0.48749566
Improved MLP,0,0,0.0125008,1,0.4874992,0,0.4874992
Improved MLP,0,0,0.012499831,1,0.48750016,0,0.48750016
Improved MLP,0,0,0.012498323,1,0.48750168,0,0.48750168
Improved MLP,0,0,0.0124980165,1,0.48750198,0,0.48750198
Improved MLP,0,0,0.012412702,1,0.4875873,0,0.4875873
Improved MLP,0,0,0.012405035,1,0.48759496,0,0.48759496
Improved MLP,0,0,0.012364436,1,0.48763555,0,0.48763555
Improved MLP,0,0,0.012362485,1,0.48763752,0,0.48763752
Improved MLP,0,0,0.012341683,1,0.48765832,0,0.48765832
Improved MLP,0,0,0.012326453,1,0.48767355,0,0.48767355
Improved MLP,0,0,0.012315949,1,0.48768404,0,0.48768404
Improved MLP,0,0,0.012314941,1,0.48768505,0,0.48768505
Improved MLP,0,0,0.012313286,1,0.48768672,0,0.48768672
Improved MLP,0,0,0.01229358,1,0.48770642,0,0.48770642
Improved MLP,0,0,0.012288016,1,0.487712,0,0.487712
Improved MLP,0,0,0.01228469,1,0.4877153,0,0.4877153
Improved MLP,0,0,0.012282273,1,0.48771772,0,0.48771772
Improved MLP,0,0,0.012276221,1,0.48772377,0,0.48772377
Improved MLP,0,0,0.012276199,1,0.4877238,0,0.4877238
Improved MLP,0,0,0.012192723,1,0.48780727,0,0.48780727
Improved MLP,0,0,0.0121759875,1,0.48782402,0,0.48782402
Improved MLP,0,0,0.012165645,1,0.48783436,0,0.48783436
Improved MLP,0,0,0.012164455,1,0.48783556,0,0.48783556
Improved MLP,0,0,0.012135271,1,0.48786473,0,0.48786473
Improved MLP,0,0,0.0121246455,1,0.48787534,0,0.48787534
Improved MLP,0,0,0.012108417,1,0.48789158,0,0.48789158
Improved MLP,0,0,0.0121070715,1,0.48789293,0,0.48789293
Improved MLP,0,0,0.012062757,1,0.48793724,0,0.48793724
Improved MLP,0,0,0.012045824,1,0.48795417,0,0.48795417
Improved MLP,0,0,0.01202301,1,0.487977,0,0.487977
Improved MLP,0,0,0.012017987,1,0.487982,0,0.487982
Improved MLP,0,0,0.011998962,1,0.48800105,0,0.48800105
Improved MLP,0,0,0.01199669,1,0.4880033,0,0.4880033
Improved MLP,0,0,0.011980536,1,0.48801947,0,0.48801947
Improved MLP,0,0,0.011966519,1,0.48803347,0,0.48803347
Improved MLP,0,0,0.011964861,1,0.48803514,0,0.48803514
Improved MLP,0,0,0.011935881,1,0.4880641,0,0.4880641
Improved MLP,0,0,0.011909811,1,0.4880902,0,0.4880902
Improved MLP,0,0,0.011893499,1,0.4881065,0,0.4881065
Improved MLP,0,0,0.011884345,1,0.48811567,0,0.48811567
Improved MLP,0,0,0.011883019,1,0.48811698,0,0.48811698
Improved MLP,0,0,0.011848327,1,0.48815167,0,0.48815167
Improved MLP,0,0,0.011844699,1,0.4881553,0,0.4881553
Improved MLP,0,0,0.011825282,1,0.4881747,0,0.4881747
Improved MLP,0,0,0.011802302,1,0.48819768,0,0.48819768
Improved MLP,0,0,0.011784319,1,0.48821568,0,0.48821568
Improved MLP,0,0,0.011772186,1,0.4882278,0,0.4882278
Improved MLP,0,0,0.011766802,1,0.4882332,0,0.4882332
Improved MLP,0,0,0.011757385,1,0.48824263,0,0.48824263
Improved MLP,0,0,0.011740487,1,0.48825952,0,0.48825952
Improved MLP,0,0,0.011726519,1,0.48827347,0,0.48827347
Improved MLP,0,0,0.011688826,1,0.48831117,0,0.48831117
Improved MLP,0,0,0.011658447,1,0.48834154,0,0.48834154
Improved MLP,0,0,0.011648922,1,0.48835108,0,0.48835108
Improved MLP,0,0,0.011647223,1,0.48835278,0,0.48835278
Improved MLP,0,0,0.011638047,1,0.48836195,0,0.48836195
Improved MLP,0,0,0.011630799,1,0.4883692,0,0.4883692
Improved MLP,0,0,0.011622864,1,0.48837712,0,0.48837712
Improved MLP,0,0,0.011611031,1,0.48838896,0,0.48838896
Improved MLP,0,0,0.011606737,1,0.48839328,0,0.48839328
Improved MLP,0,0,0.011584701,1,0.4884153,0,0.4884153
Improved MLP,0,0,0.0115737105,1,0.4884263,0,0.4884263
Improved MLP,0,0,0.011545531,1,0.48845446,0,0.48845446
Improved MLP,0,0,0.011542463,1,0.48845753,0,0.48845753
Improved MLP,0,0,0.011521459,1,0.48847854,0,0.48847854
Improved MLP,0,0,0.011513822,1,0.48848617,0,0.48848617
Improved MLP,0,0,0.011496138,1,0.48850387,0,0.48850387
Improved MLP,0,0,0.011469303,1,0.4885307,0,0.4885307
Improved MLP,0,0,0.011454401,1,0.4885456,0,0.4885456
Improved MLP,0,0,0.011395505,1,0.4886045,0,0.4886045
Improved MLP,0,0,0.011359753,1,0.48864025,0,0.48864025
Improved MLP,0,0,0.0113567365,1,0.48864326,0,0.48864326
Improved MLP,0,0,0.011331586,1,0.4886684,0,0.4886684
Improved MLP,0,0,0.01132678,1,0.4886732,0,0.4886732
Improved MLP,0,0,0.0113135865,1,0.4886864,0,0.4886864
Improved MLP,0,0,0.01129814,1,0.48870185,0,0.48870185
Improved MLP,0,0,0.0112782465,1,0.48872176,0,0.48872176
Improved MLP,0,0,0.011268833,1,0.48873118,0,0.48873118
Improved MLP,0,0,0.011256605,1,0.4887434,0,0.4887434
Improved MLP,0,0,0.011244458,1,0.48875555,0,0.48875555
Improved MLP,0,0,0.011243063,1,0.48875692,0,0.48875692
Improved MLP,0,0,0.011195377,1,0.4888046,0,0.4888046
Improved MLP,0,0,0.011190099,1,0.4888099,0,0.4888099
Improved MLP,0,0,0.01117425,1,0.48882574,0,0.48882574
Improved MLP,0,0,0.011148636,1,0.48885137,0,0.48885137
Improved MLP,0,0,0.01114398,1,0.48885602,0,0.48885602
Improved MLP,0,0,0.011124911,1,0.4888751,0,0.4888751
Improved MLP,0,0,0.011095923,1,0.4889041,0,0.4889041
Improved MLP,0,0,0.011088025,1,0.488912,0,0.488912
Improved MLP,0,0,0.01107468,1,0.4889253,0,0.4889253
Improved MLP,0,0,0.0110732075,1,0.4889268,0,0.4889268
Improved MLP,0,0,0.011045066,1,0.48895493,0,0.48895493
Improved MLP,0,0,0.011035721,1,0.4889643,0,0.4889643
Improved MLP,0,0,0.011027964,1,0.48897204,0,0.48897204
Improved MLP,0,0,0.011001556,1,0.48899844,0,0.48899844
Improved MLP,0,0,0.010999005,1,0.489001,0,0.489001
Improved MLP,0,0,0.010991432,1,0.48900858,0,0.48900858
Improved MLP,0,0,0.010985619,1,0.4890144,0,0.4890144
Improved MLP,0,0,0.010938476,1,0.48906153,0,0.48906153
Improved MLP,0,0,0.010921695,1,0.4890783,0,0.4890783
Improved MLP,0,0,0.010864114,1,0.4891359,0,0.4891359
Improved MLP,0,0,0.010813522,1,0.48918647,0,0.48918647
Improved MLP,0,0,0.01080897,1,0.48919103,0,0.48919103
Improved MLP,0,0,0.0107836025,1,0.4892164,0,0.4892164
Improved MLP,0,0,0.010778497,1,0.4892215,0,0.4892215
Improved MLP,0,0,0.01077796,1,0.48922205,0,0.48922205
Improved MLP,0,0,0.010770753,1,0.48922926,0,0.48922926
Improved MLP,0,0,0.010744092,1,0.4892559,0,0.4892559
Improved MLP,0,0,0.010734036,1,0.48926598,0,0.48926598
Improved MLP,0,0,0.010709077,1,0.48929092,0,0.48929092
Improved MLP,0,0,0.010682366,1,0.48931763,0,0.48931763
Improved MLP,0,0,0.0106625,1,0.4893375,0,0.4893375
Improved MLP,0,0,0.010660607,1,0.48933938,0,0.48933938
Improved MLP,0,0,0.010650077,1,0.48934993,0,0.48934993
Improved MLP,0,0,0.010632887,1,0.48936713,0,0.48936713
Improved MLP,0,0,0.010627095,1,0.4893729,0,0.4893729
Improved MLP,0,0,0.010598846,1,0.48940116,0,0.48940116
Improved MLP,0,0,0.010590188,1,0.4894098,0,0.4894098
Improved MLP,0,0,0.0105898185,1,0.4894102,0,0.4894102
Improved MLP,0,0,0.010583727,1,0.48941627,0,0.48941627
Improved MLP,0,0,0.010581978,1,0.48941803,0,0.48941803
Improved MLP,0,0,0.010574004,1,0.489426,0,0.489426
Improved MLP,0,0,0.010572627,1,0.4894274,0,0.4894274
Improved MLP,0,0,0.010539725,1,0.4894603,0,0.4894603
Improved MLP,0,0,0.010527201,1,0.4894728,0,0.4894728
Improved MLP,0,0,0.0104971845,1,0.48950282,0,0.48950282
Improved MLP,0,0,0.010485457,1,0.48951453,0,0.48951453
Improved MLP,0,0,0.010475859,1,0.48952413,0,0.48952413
Improved MLP,0,0,0.010443828,1,0.48955616,0,0.48955616
Improved MLP,0,0,0.010393622,1,0.48960638,0,0.48960638
Improved MLP,0,0,0.010379575,1,0.48962042,0,0.48962042
Improved MLP,0,0,0.010366192,1,0.4896338,0,0.4896338
Improved MLP,0,0,0.010359094,1,0.4896409,0,0.4896409
Improved MLP,0,0,0.010327279,1,0.48967272,0,0.48967272
Improved MLP,0,0,0.010314201,1,0.4896858,0,0.4896858
Improved MLP,0,0,0.010298476,1,0.4897015,0,0.4897015
Improved MLP,0,0,0.010296834,1,0.48970318,0,0.48970318
Improved MLP,0,0,0.010289135,1,0.48971087,0,0.48971087
Improved MLP,0,0,0.010277899,1,0.4897221,0,0.4897221
Improved MLP,0,0,0.010276851,1,0.48972315,0,0.48972315
Improved MLP,0,0,0.010269769,1,0.48973024,0,0.48973024
Improved MLP,0,0,0.010268658,1,0.48973134,0,0.48973134
Improved MLP,0,0,0.010262772,1,0.4897372,0,0.4897372
Improved MLP,0,0,0.010235148,1,0.48976484,0,0.48976484
Improved MLP,0,0,0.010229277,1,0.4897707,0,0.4897707
Improved MLP,0,0,0.010221226,1,0.4897788,0,0.4897788
Improved MLP,0,0,0.010202097,1,0.4897979,0,0.4897979
Improved MLP,0,0,0.010168461,1,0.48983154,0,0.48983154
Improved MLP,0,0,0.0101476535,1,0.48985234,0,0.48985234
Improved MLP,0,0,0.010134369,1,0.48986563,0,0.48986563
Improved MLP,0,0,0.010037252,1,0.48996276,0,0.48996276
Improved MLP,0,0,0.010029458,1,0.48997054,0,0.48997054
Improved MLP,0,0,0.010027341,1,0.48997265,0,0.48997265
Improved MLP,0,0,0.010026477,1,0.48997352,0,0.48997352
Improved MLP,0,0,0.010024537,1,0.48997545,0,0.48997545
Improved MLP,0,0,0.010000008,1,0.48999998,0,0.48999998
Improved MLP,0,0,0.009995372,1,0.49000463,0,0.49000463
Improved MLP,0,0,0.009982556,1,0.49001744,0,0.49001744
Improved MLP,0,0,0.009970875,1,0.49002913,0,0.49002913
Improved MLP,0,0,0.009968315,1,0.4900317,0,0.4900317
Improved MLP,0,0,0.00994734,1,0.49005267,0,0.49005267
Improved MLP,0,0,0.009944833,1,0.49005517,0,0.49005517
Improved MLP,0,0,0.009941029,1,0.49005896,0,0.49005896
Improved MLP,0,0,0.009935217,1,0.49006477,0,0.49006477
Improved MLP,0,0,0.009921456,1,0.49007854,0,0.49007854
Improved MLP,0,0,0.009916781,1,0.49008322,0,0.49008322
Improved MLP,0,0,0.009899769,1,0.49010023,0,0.49010023
Improved MLP,0,0,0.009885653,1,0.49011436,0,0.49011436
Improved MLP,0,0,0.009833476,1,0.49016652,0,0.49016652
Improved MLP,0,0,0.009773262,1,0.49022675,0,0.49022675
Improved MLP,0,0,0.009764537,1,0.49023545,0,0.49023545
Improved MLP,0,0,0.0097614825,1,0.49023852,0,0.49023852
Improved MLP,0,0,0.009760347,1,0.49023965,0,0.49023965
Improved MLP,0,0,0.009756232,1,0.49024376,0,0.49024376
Improved MLP,0,0,0.009752102,1,0.4902479,0,0.4902479
Improved MLP,0,0,0.009750784,1,0.49024922,0,0.49024922
Improved MLP,0,0,0.009746209,1,0.4902538,0,0.4902538
Improved MLP,0,0,0.009727423,1,0.49027258,0,0.49027258
Improved MLP,0,0,0.009714992,1,0.490285,0,0.490285
Improved MLP,0,0,0.009711465,1,0.49028853,0,0.49028853
Improved MLP,0,0,0.0097049745,1,0.49029502,0,0.49029502
Improved MLP,0,0,0.009691007,1,0.490309,0,0.490309
Improved MLP,0,0,0.009659178,1,0.49034083,0,0.49034083
Improved MLP,0,0,0.009644754,1,0.49035525,0,0.49035525
Improved MLP,0,0,0.009638826,1,0.49036118,0,0.49036118
Improved MLP,0,0,0.009638499,1,0.4903615,0,0.4903615
Improved MLP,0,0,0.00963359,1,0.4903664,0,0.4903664
Improved MLP,0,0,0.00963212,1,0.4903679,0,0.4903679
Improved MLP,0,0,0.009631441,1,0.49036855,0,0.49036855
Improved MLP,0,0,0.009614113,1,0.4903859,0,0.4903859
Improved MLP,0,0,0.009590705,1,0.49040928,0,0.49040928
Improved MLP,0,0,0.00959061,1,0.4904094,0,0.4904094
Improved MLP,0,0,0.009581261,1,0.49041873,0,0.49041873
Improved MLP,0,0,0.00954605,1,0.49045396,0,0.49045396
Improved MLP,0,0,0.009541609,1,0.4904584,0,0.4904584
Improved MLP,0,0,0.0095334435,1,0.49046656,0,0.49046656
Improved MLP,0,0,0.009532218,1,0.4904678,0,0.4904678
Improved MLP,0,0,0.009530729,1,0.49046928,0,0.49046928
Improved MLP,0,0,0.009526278,1,0.49047372,0,0.49047372
Improved MLP,0,0,0.009521183,1,0.4904788,0,0.4904788
Improved MLP,0,0,0.009515315,1,0.49048468,0,0.49048468
Improved MLP,0,0,0.009498657,1,0.49050134,0,0.49050134
Improved MLP,0,0,0.009489051,1,0.49051094,0,0.49051094
Improved MLP,0,0,0.0094612865,1,0.49053872,0,0.49053872
Improved MLP,0,0,0.009448752,1,0.49055123,0,0.49055123
Improved MLP,0,0,0.009436552,1,0.49056345,0,0.49056345
Improved MLP,0,0,0.009435707,1,0.4905643,0,0.4905643
Improved MLP,0,0,0.009420626,1,0.49057937,0,0.49057937
Improved MLP,0,0,0.009416822,1,0.49058318,0,0.49058318
Improved MLP,0,0,0.009394622,1,0.49060538,0,0.49060538
Improved MLP,0,0,0.009390381,1,0.49060962,0,0.49060962
Improved MLP,0,0,0.009339536,1,0.49066046,0,0.49066046
Improved MLP,0,0,0.009336177,1,0.49066383,0,0.49066383
Improved MLP,0,0,0.009335738,1,0.49066427,0,0.49066427
Improved MLP,0,0,0.009330169,1,0.49066982,0,0.49066982
Improved MLP,0,0,0.009320451,1,0.49067956,0,0.49067956
Improved MLP,0,0,0.009306737,1,0.49069327,0,0.49069327
Improved MLP,0,0,0.009287667,1,0.49071234,0,0.49071234
Improved MLP,0,0,0.009259047,1,0.49074095,0,0.49074095
Improved MLP,0,0,0.00925334,1,0.49074665,0,0.49074665
Improved MLP,0,0,0.009244995,1,0.490755,0,0.490755
Improved MLP,0,0,0.00919493,1,0.49080506,0,0.49080506
Improved MLP,0,0,0.009189882,1,0.49081013,0,0.49081013
Improved MLP,0,0,0.009123552,1,0.49087644,0,0.49087644
Improved MLP,0,0,0.009121754,1,0.49087825,0,0.49087825
Improved MLP,0,0,0.00912147,1,0.49087852,0,0.49087852
Improved MLP,0,0,0.009121462,1,0.49087855,0,0.49087855
Improved MLP,0,0,0.009117238,1,0.49088275,0,0.49088275
Improved MLP,0,0,0.009082653,1,0.49091735,0,0.49091735
Improved MLP,0,0,0.009026762,1,0.49097323,0,0.49097323
Improved MLP,0,0,0.00901213,1,0.49098787,0,0.49098787
Improved MLP,0,0,0.008996565,1,0.49100342,0,0.49100342
Improved MLP,0,0,0.008992894,1,0.49100712,0,0.49100712
Improved MLP,0,0,0.008986869,1,0.49101314,0,0.49101314
Improved MLP,0,0,0.008978029,1,0.49102196,0,0.49102196
Improved MLP,0,0,0.008975725,1,0.4910243,0,0.4910243
Improved MLP,0,0,0.008966593,1,0.4910334,0,0.4910334
Improved MLP,0,0,0.008961306,1,0.49103868,0,0.49103868
Improved MLP,0,0,0.008884392,1,0.4911156,0,0.4911156
Improved MLP,0,0,0.008849645,1,0.49115035,0,0.49115035
Improved MLP,0,0,0.008844909,1,0.4911551,0,0.4911551
Improved MLP,0,0,0.0088324705,1,0.49116752,0,0.49116752
Improved MLP,0,0,0.008827704,1,0.49117228,0,0.49117228
Improved MLP,0,0,0.008820444,1,0.49117956,0,0.49117956
Improved MLP,0,0,0.008813247,1,0.49118674,0,0.49118674
Improved MLP,0,0,0.008812074,1,0.49118793,0,0.49118793
Improved MLP,0,0,0.008800394,1,0.4911996,0,0.4911996
Improved MLP,0,0,0.008790169,1,0.49120983,0,0.49120983
Improved MLP,0,0,0.008789612,1,0.4912104,0,0.4912104
Improved MLP,0,0,0.008767338,1,0.49123266,0,0.49123266
Improved MLP,0,0,0.008762438,1,0.49123755,0,0.49123755
Improved MLP,0,0,0.008689059,1,0.49131095,0,0.49131095
Improved MLP,0,0,0.008684985,1,0.491315,0,0.491315
Improved MLP,0,0,0.00868149,1,0.49131852,0,0.49131852
Improved MLP,0,0,0.008680282,1,0.49131972,0,0.49131972
Improved MLP,0,0,0.00867473,1,0.49132526,0,0.49132526
Improved MLP,0,0,0.008660797,1,0.4913392,0,0.4913392
Improved MLP,0,0,0.0086569,1,0.4913431,0,0.4913431
Improved MLP,0,0,0.008648189,1,0.4913518,0,0.4913518
Improved MLP,0,0,0.008595861,1,0.49140415,0,0.49140415
Improved MLP,0,0,0.008585987,1,0.491414,0,0.491414
Improved MLP,0,0,0.008576725,1,0.49142328,0,0.49142328
Improved MLP,0,0,0.008558709,1,0.49144128,0,0.49144128
Improved MLP,0,0,0.008547197,1,0.4914528,0,0.4914528
Improved MLP,0,0,0.008535103,1,0.49146488,0,0.49146488
Improved MLP,0,0,0.008530391,1,0.49146962,0,0.49146962
Improved MLP,0,0,0.008512862,1,0.49148715,0,0.49148715
Improved MLP,0,0,0.008506427,1,0.49149358,0,0.49149358
Improved MLP,0,0,0.008505123,1,0.49149486,0,0.49149486
Improved MLP,0,0,0.008504599,1,0.4914954,0,0.4914954
Improved MLP,0,0,0.008495747,1,0.49150425,0,0.49150425
Improved MLP,0,0,0.008494031,1,0.49150598,0,0.49150598
Improved MLP,0,0,0.00848384,1,0.49151617,0,0.49151617
Improved MLP,0,0,0.008471949,1,0.49152806,0,0.49152806
Improved MLP,0,0,0.008469754,1,0.49153024,0,0.49153024
Improved MLP,0,0,0.008466243,1,0.49153376,0,0.49153376
Improved MLP,0,0,0.008457605,1,0.4915424,0,0.4915424
Improved MLP,0,0,0.008433757,1,0.49156624,0,0.49156624
Improved MLP,0,0,0.008428714,1,0.49157128,0,0.49157128
Improved MLP,0,0,0.008409802,1,0.4915902,0,0.4915902
Improved MLP,0,0,0.008407648,1,0.49159235,0,0.49159235
Improved MLP,0,0,0.008391252,1,0.49160874,0,0.49160874
Improved MLP,0,0,0.0083760815,1,0.4916239,0,0.4916239
Improved MLP,0,0,0.008328791,1,0.4916712,0,0.4916712
Improved MLP,0,0,0.008310052,1,0.49168995,0,0.49168995
Improved MLP,0,0,0.008303701,1,0.4916963,0,0.4916963
Improved MLP,0,0,0.008299462,1,0.49170053,0,0.49170053
Improved MLP,0,0,0.008291756,1,0.49170825,0,0.49170825
Improved MLP,0,0,0.008286489,1,0.49171352,0,0.49171352
Improved MLP,0,0,0.008284643,1,0.49171537,0,0.49171537
Improved MLP,0,0,0.008280115,1,0.49171987,0,0.49171987
Improved MLP,0,0,0.008262083,1,0.4917379,0,0.4917379
Improved MLP,0,0,0.008247712,1,0.4917523,0,0.4917523
Improved MLP,0,0,0.008246052,1,0.49175394,0,0.49175394
Improved MLP,0,0,0.008243967,1,0.49175602,0,0.49175602
Improved MLP,0,0,0.008237439,1,0.49176255,0,0.49176255
Improved MLP,0,0,0.0082359705,1,0.49176404,0,0.49176404
Improved MLP,0,0,0.008222193,1,0.4917778,0,0.4917778
Improved MLP,0,0,0.008198637,1,0.49180135,0,0.49180135
Improved MLP,0,0,0.008197276,1,0.49180272,0,0.49180272
Improved MLP,0,0,0.008179118,1,0.49182087,0,0.49182087
Improved MLP,0,0,0.008155737,1,0.49184427,0,0.49184427
Improved MLP,0,0,0.008146083,1,0.49185392,0,0.49185392
Improved MLP,0,0,0.008139507,1,0.49186048,0,0.49186048
Improved MLP,0,0,0.008136424,1,0.49186358,0,0.49186358
Improved MLP,0,0,0.0081195505,1,0.49188045,0,0.49188045
Improved MLP,0,0,0.008116334,1,0.49188367,0,0.49188367
Improved MLP,0,0,0.00810834,1,0.49189165,0,0.49189165
Improved MLP,0,0,0.00809819,1,0.49190181,0,0.49190181
Improved MLP,0,0,0.008091687,1,0.4919083,0,0.4919083
Improved MLP,0,0,0.008091258,1,0.49190873,0,0.49190873
Improved MLP,0,0,0.008089444,1,0.49191055,0,0.49191055
Improved MLP,0,0,0.008064396,1,0.4919356,0,0.4919356
Improved MLP,0,0,0.008043561,1,0.49195644,0,0.49195644
Improved MLP,0,0,0.008043036,1,0.49195695,0,0.49195695
Improved MLP,0,0,0.008031053,1,0.49196896,0,0.49196896
Improved MLP,0,0,0.008011525,1,0.49198848,0,0.49198848
Improved MLP,0,0,0.007999404,1,0.4920006,0,0.4920006
Improved MLP,0,0,0.007969327,1,0.49203068,0,0.49203068
Improved MLP,0,0,0.00796572,1,0.4920343,0,0.4920343
Improved MLP,0,0,0.007958842,1,0.49204117,0,0.49204117
Improved MLP,0,0,0.007945339,1,0.49205467,0,0.49205467
Improved MLP,0,0,0.0079334285,1,0.49206656,0,0.49206656
Improved MLP,0,0,0.007917978,1,0.49208203,0,0.49208203
Improved MLP,0,0,0.007917327,1,0.4920827,0,0.4920827
Improved MLP,0,0,0.007906525,1,0.49209347,0,0.49209347
Improved MLP,0,0,0.007899667,1,0.49210033,0,0.49210033
Improved MLP,0,0,0.007891939,1,0.49210805,0,0.49210805
Improved MLP,0,0,0.007888039,1,0.49211195,0,0.49211195
Improved MLP,0,0,0.007877216,1,0.49212277,0,0.49212277
Improved MLP,0,0,0.007876958,1,0.49212304,0,0.49212304
Improved MLP,0,0,0.007838482,1,0.4921615,0,0.4921615
Improved MLP,0,0,0.007836678,1,0.49216333,0,0.49216333
Improved MLP,0,0,0.007836468,1,0.49216354,0,0.49216354
Improved MLP,1,0,0.007786148,0,0.49221385,0,0.49221385
Improved MLP,0,0,0.0077836765,1,0.49221632,0,0.49221632
Improved MLP,0,0,0.007775438,1,0.49222457,0,0.49222457
Improved MLP,0,0,0.0077581,1,0.4922419,0,0.4922419
Improved MLP,0,0,0.0077448143,1,0.49225518,0,0.49225518
Improved MLP,0,0,0.0077426843,1,0.49225733,0,0.49225733
Improved MLP,0,0,0.0077207102,1,0.4922793,0,0.4922793
Improved MLP,0,0,0.007713105,1,0.4922869,0,0.4922869
Improved MLP,0,0,0.0077118706,1,0.49228814,0,0.49228814
Improved MLP,0,0,0.007707755,1,0.49229226,0,0.49229226
Improved MLP,0,0,0.007688268,1,0.49231175,0,0.49231175
Improved MLP,0,0,0.007683032,1,0.49231696,0,0.49231696
Improved MLP,0,0,0.0076738796,1,0.4923261,0,0.4923261
Improved MLP,0,0,0.007667256,1,0.49233276,0,0.49233276
Improved MLP,0,0,0.0076560145,1,0.492344,0,0.492344
Improved MLP,0,0,0.0076337056,1,0.49236628,0,0.49236628
Improved MLP,0,0,0.0076162787,1,0.49238372,0,0.49238372
Improved MLP,0,0,0.007594336,1,0.49240565,0,0.49240565
Improved MLP,0,0,0.0075928085,1,0.4924072,0,0.4924072
Improved MLP,0,0,0.007575975,1,0.492424,0,0.492424
Improved MLP,0,0,0.007558049,1,0.49244195,0,0.49244195
Improved MLP,0,0,0.0075573125,1,0.4924427,0,0.4924427
Improved MLP,0,0,0.007546777,1,0.49245322,0,0.49245322
Improved MLP,0,0,0.007545249,1,0.49245474,0,0.49245474
Improved MLP,0,0,0.0075296066,1,0.49247038,0,0.49247038
Improved MLP,0,0,0.007528229,1,0.49247178,0,0.49247178
Improved MLP,0,0,0.007513809,1,0.49248618,0,0.49248618
Improved MLP,0,0,0.007509839,1,0.49249017,0,0.49249017
Improved MLP,0,0,0.0075050415,1,0.49249497,0,0.49249497
