age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
87,retired,married,secondary,no,433,no,no,telephone,15,dec,150,1,0,unknown,0,0,0,1,0.7686227,0
27,services,single,tertiary,no,691,no,yes,cellular,6,feb,357,12,0,unknown,0,0,0,1,0.7682751,0
34,blue-collar,married,secondary,no,398,yes,no,cellular,3,jun,161,2,0,unknown,0,0,0,1,0.76675445,0
57,management,married,tertiary,no,1016,no,no,telephone,10,dec,208,1,0,unknown,0,0,0,1,0.76641244,0
41,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,625,2,0,unknown,0,0,0,1,0.76568556,0
30,blue-collar,single,primary,no,464,yes,no,cellular,13,apr,686,1,0,unknown,0,0,0,1,0.7653825,0
26,management,married,tertiary,no,3360,yes,no,cellular,29,jan,774,1,0,unknown,0,0,0,1,0.7653361,0
26,student,single,tertiary,no,2,no,no,cellular,10,aug,121,1,2,failure,1,102,0,1,0.7651781,0
37,technician,married,secondary,no,6384,yes,yes,cellular,3,jun,254,1,2,failure,1,96,0,1,0.76441664,0
36,entrepreneur,married,tertiary,no,247,no,no,cellular,17,apr,351,1,0,unknown,0,0,0,1,0.76298785,0
64,retired,married,secondary,no,504,no,no,cellular,11,aug,157,1,3,other,1,14,0,1,0.7617667,0
31,self-employed,married,tertiary,no,0,yes,no,cellular,30,jul,1037,24,0,unknown,0,0,0,1,0.761008,0
42,entrepreneur,married,secondary,no,324,yes,no,cellular,15,jul,528,3,0,unknown,0,0,0,1,0.7602989,0
31,management,single,tertiary,no,6495,no,no,cellular,4,may,383,2,3,failure,1,35,0,1,0.7596215,0
28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,0,unknown,0,0,0,1,0.7594094,0
44,admin.,married,secondary,no,0,yes,no,cellular,6,aug,142,1,1,other,1,260,0,1,0.7593395,0
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,0,unknown,0,0,0,1,0.75903004,0
30,technician,single,tertiary,no,97,no,no,cellular,4,aug,417,1,0,unknown,0,0,0,1,0.7590209,0
41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,0,unknown,0,0,0,1,0.75854397,0
30,admin.,single,tertiary,no,4129,no,no,cellular,1,sep,77,1,0,unknown,0,0,0,1,0.75763464,0
49,management,married,tertiary,no,-470,yes,no,unknown,12,jun,691,1,0,unknown,0,0,0,1,0.75727636,0
41,services,married,secondary,no,7509,no,no,unknown,19,jun,575,1,0,unknown,0,0,0,1,0.75635517,0
31,technician,married,tertiary,no,3338,yes,no,cellular,27,sep,162,2,4,failure,1,95,0,1,0.75627625,0
33,admin.,married,secondary,no,2228,yes,no,unknown,21,may,726,1,0,unknown,0,0,0,1,0.7559636,0
31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,1,other,1,152,0,1,0.75537145,0
57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,521,4,0,unknown,0,0,0,1,0.7537724,0
30,blue-collar,married,primary,no,1101,yes,yes,cellular,2,jul,590,1,3,failure,1,225,0,1,0.7537149,0
74,retired,married,primary,no,4286,no,no,cellular,30,sep,195,1,0,unknown,0,0,0,1,0.7536486,0
34,services,single,primary,no,654,no,no,unknown,3,jun,604,14,0,unknown,0,0,0,1,0.7535682,0
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,246,5,0,unknown,0,0,0,1,0.7527844,0
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,1,failure,1,84,0,1,0.75157714,0
34,self-employed,married,tertiary,no,1545,yes,no,cellular,20,nov,895,1,2,failure,1,183,0,1,0.7514584,0
32,management,single,tertiary,no,697,no,no,cellular,30,apr,210,3,0,unknown,0,0,0,1,0.75060564,0
38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,may,472,2,0,unknown,0,0,0,1,0.74969566,0
40,services,married,secondary,no,0,no,no,unknown,12,jun,543,2,0,unknown,0,0,0,1,0.74901325,0
34,management,married,tertiary,no,4859,no,no,cellular,30,apr,113,1,1,other,1,37,0,1,0.7486304,0
40,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,595,2,0,unknown,0,0,0,1,0.74806714,0
65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,0,unknown,0,0,0,1,0.7475305,0
32,management,married,tertiary,no,2516,no,no,cellular,17,nov,595,1,0,unknown,0,0,0,1,0.7472906,0
31,management,married,tertiary,no,155,yes,no,cellular,8,sep,214,1,1,failure,1,99,0,1,0.74723977,0
27,management,single,tertiary,no,80,no,no,cellular,27,may,188,2,0,unknown,0,0,0,1,0.7469786,0
75,retired,married,primary,no,3504,no,no,telephone,9,aug,195,1,0,unknown,0,0,0,1,0.74621356,0
44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,0,unknown,0,0,0,1,0.7460372,0
75,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,0,unknown,0,0,0,1,0.7455584,0
49,management,married,tertiary,no,3842,no,no,cellular,5,apr,163,1,3,failure,1,186,0,1,0.74527895,0
33,management,married,tertiary,no,3301,yes,no,cellular,15,may,536,2,0,unknown,0,0,0,1,0.74471056,0
50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,0,unknown,0,0,0,1,0.74405855,0
31,services,single,tertiary,no,620,no,no,cellular,30,apr,214,1,1,failure,1,87,0,1,0.7438857,0
39,technician,married,secondary,no,508,yes,no,cellular,2,apr,598,2,5,failure,1,135,0,1,0.74360406,0
46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,0,unknown,0,0,0,1,0.74353844,0
49,self-employed,married,tertiary,no,503,yes,no,cellular,27,feb,118,5,5,failure,1,21,0,1,0.74277556,0
43,technician,married,primary,no,2309,yes,no,cellular,22,jul,578,1,0,unknown,0,0,0,1,0.7422625,0
27,blue-collar,single,secondary,no,294,yes,no,cellular,18,may,466,2,0,unknown,0,0,0,1,0.7417867,0
34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,217,1,0,unknown,0,0,0,1,0.74128616,0
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,0,unknown,0,0,0,1,0.7407051,0
83,retired,married,tertiary,no,6236,no,no,cellular,11,aug,155,1,2,failure,1,190,0,1,0.74041665,0
55,technician,married,secondary,no,0,yes,yes,cellular,27,oct,88,1,0,unknown,0,0,0,1,0.73975664,0
52,management,married,unknown,no,1708,no,no,telephone,23,jun,193,1,3,failure,1,145,0,1,0.73975354,0
21,student,single,secondary,no,546,no,no,unknown,17,apr,94,1,0,unknown,0,0,0,1,0.7393525,0
38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,255,2,1,failure,1,105,0,1,0.73876244,0
37,management,single,tertiary,no,2576,yes,no,cellular,13,may,417,1,0,unknown,0,0,0,1,0.7382303,0
43,blue-collar,married,secondary,no,1311,yes,no,unknown,14,may,746,1,0,unknown,0,0,0,1,0.737663,0
38,blue-collar,married,primary,no,3289,no,no,unknown,9,jun,553,2,0,unknown,0,0,0,1,0.73733944,0
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,4,failure,1,189,0,1,0.73728883,0
31,management,single,secondary,no,2317,no,no,cellular,16,apr,87,2,0,unknown,0,0,0,1,0.73727894,0
33,housemaid,single,tertiary,no,1255,no,no,cellular,29,aug,511,4,0,unknown,0,0,0,1,0.7370301,0
30,technician,single,secondary,no,707,no,no,cellular,26,may,228,1,0,unknown,0,0,0,1,0.73700494,0
49,housemaid,married,secondary,no,114,no,no,cellular,8,jul,502,2,0,unknown,0,0,0,1,0.7367333,0
31,technician,married,secondary,no,-720,yes,no,unknown,17,jun,638,16,0,unknown,0,0,0,1,0.7347211,0
50,technician,divorced,tertiary,no,1679,yes,no,cellular,24,jul,604,2,0,unknown,0,0,0,1,0.73380077,0
58,retired,married,secondary,no,1227,no,no,cellular,14,aug,182,2,2,failure,1,37,0,1,0.7335166,0
28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,0,unknown,0,0,0,1,0.733448,0
29,self-employed,single,tertiary,no,7752,no,no,cellular,3,jun,180,1,0,unknown,0,0,0,1,0.73335433,0
59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,1,failure,1,138,0,1,0.73317885,0
26,management,single,tertiary,no,2506,no,no,cellular,18,aug,134,1,3,failure,1,82,0,1,0.73167956,0
31,admin.,single,secondary,no,476,no,no,cellular,9,feb,284,2,0,unknown,0,0,0,1,0.7315879,0
48,admin.,married,secondary,no,17957,no,no,unknown,18,jun,700,7,0,unknown,0,0,0,1,0.7309973,0
67,management,married,unknown,no,65,no,no,cellular,4,aug,320,1,0,unknown,0,0,0,1,0.7307227,0
40,services,married,secondary,no,-342,yes,no,unknown,26,may,754,1,0,unknown,0,0,0,1,0.7303686,0
47,management,married,secondary,yes,0,no,yes,cellular,22,aug,644,9,0,unknown,0,0,0,1,0.72957486,0
34,technician,married,tertiary,no,1611,yes,no,cellular,11,may,490,2,0,unknown,0,0,0,1,0.729574,0
21,student,single,secondary,no,557,no,no,cellular,31,aug,197,2,0,unknown,0,0,0,1,0.72954744,0
37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,0,unknown,0,0,0,1,0.72934633,0
25,management,married,tertiary,no,3,yes,yes,cellular,21,jul,690,3,0,unknown,0,0,0,1,0.72921294,0
38,unemployed,married,tertiary,no,380,no,no,cellular,10,feb,100,1,0,unknown,0,0,0,1,0.72829294,0
67,retired,married,primary,no,258,no,no,cellular,17,dec,221,1,0,unknown,0,0,0,1,0.72694826,0
27,technician,single,secondary,no,911,no,no,cellular,4,feb,471,2,0,unknown,0,0,0,1,0.7249033,0
34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,nov,505,1,4,failure,1,183,0,1,0.723912,0
42,entrepreneur,divorced,tertiary,no,367,yes,no,cellular,10,jul,563,1,0,unknown,0,0,0,1,0.7223083,0
55,self-employed,married,secondary,no,2408,no,no,telephone,9,apr,327,2,1,failure,1,140,0,1,0.7214665,0
40,technician,married,secondary,no,257,yes,no,unknown,16,may,731,4,0,unknown,0,0,0,1,0.72108537,0
34,management,single,tertiary,no,0,no,no,cellular,5,feb,427,3,0,unknown,0,0,0,1,0.7208013,0
39,admin.,married,secondary,no,26233,no,no,cellular,2,oct,462,1,0,unknown,0,0,0,1,0.72066444,0
37,unemployed,single,tertiary,no,1706,no,no,unknown,12,jun,542,3,0,unknown,0,0,0,1,0.7205167,0
28,student,single,secondary,no,2015,no,no,cellular,26,jul,110,2,2,failure,1,182,0,1,0.72046924,0
33,technician,single,secondary,no,555,no,yes,cellular,4,jul,425,2,0,unknown,0,0,0,1,0.7191206,0
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,185,3,1,failure,1,73,0,1,0.7185183,0
56,services,divorced,secondary,no,935,no,no,cellular,2,jun,136,1,3,failure,1,96,0,1,0.71837735,0
60,retired,divorced,tertiary,no,129,no,no,cellular,17,jul,490,7,0,unknown,0,0,0,1,0.71817046,0
60,management,married,secondary,no,0,no,no,telephone,22,feb,230,2,6,failure,1,126,0,1,0.7178057,0
45,admin.,married,secondary,no,129,yes,no,cellular,9,sep,307,2,1,failure,1,191,0,1,0.7174418,0
42,services,married,secondary,no,737,yes,no,unknown,14,may,762,2,0,unknown,0,0,0,1,0.7167646,0
35,management,married,tertiary,no,0,no,no,cellular,6,aug,543,4,0,unknown,0,0,0,1,0.7159391,0
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,0,unknown,0,0,0,1,0.7154463,0
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523,3,0,unknown,0,0,0,1,0.71483743,0
28,admin.,single,tertiary,no,313,no,yes,cellular,23,sep,124,1,6,failure,1,59,0,1,0.7146114,0
45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,388,2,0,unknown,0,0,0,1,0.71442986,0
44,management,married,tertiary,no,1646,yes,no,cellular,29,jul,292,6,1,failure,1,251,0,1,0.71274894,0
59,retired,married,secondary,no,1341,no,no,cellular,27,aug,154,2,1,other,1,97,0,1,0.7124639,0
33,admin.,divorced,secondary,no,661,yes,no,cellular,11,aug,108,1,7,failure,1,99,0,1,0.7109277,0
56,self-employed,divorced,tertiary,no,966,yes,no,cellular,11,may,505,2,0,unknown,0,0,0,1,0.710611,0
56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,jun,577,4,0,unknown,0,0,0,1,0.7101188,0
36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,1,other,1,235,0,1,0.70939064,0
32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,2,failure,1,175,0,1,0.70927155,0
35,management,married,tertiary,no,106,no,yes,cellular,11,aug,588,2,0,unknown,0,0,0,1,0.7085591,0
55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,0,unknown,0,0,0,1,0.7085317,0
39,entrepreneur,married,secondary,yes,0,no,no,cellular,16,jul,528,9,0,unknown,0,0,0,1,0.70812666,0
31,admin.,divorced,secondary,no,360,no,no,cellular,15,may,332,1,2,other,1,297,0,1,0.7077399,0
46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,2,failure,1,257,0,1,0.70699596,0
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,2,0,unknown,0,0,0,1,0.70649093,0
63,retired,married,unknown,no,1849,no,no,cellular,25,feb,125,6,2,failure,1,177,0,1,0.7061449,0
33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,76,2,0,unknown,0,0,0,1,0.70599717,0
38,management,married,tertiary,no,845,no,no,cellular,23,sep,134,1,0,unknown,0,0,0,1,0.7047519,0
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,0,unknown,0,0,0,1,0.7045542,0
33,blue-collar,married,unknown,no,24,yes,no,cellular,14,may,535,1,0,unknown,0,0,0,1,0.70438063,0
26,management,single,tertiary,no,1837,no,no,cellular,3,feb,417,2,0,unknown,0,0,0,1,0.7034466,0
37,entrepreneur,married,tertiary,no,1514,no,yes,cellular,24,jul,568,3,0,unknown,0,0,0,1,0.7026768,0
30,services,single,secondary,no,148,no,yes,cellular,7,jul,482,3,0,unknown,0,0,0,1,0.7022556,0
30,management,single,tertiary,no,6495,no,no,cellular,30,mar,78,3,0,unknown,0,0,0,1,0.7018877,0
25,unemployed,married,secondary,no,715,no,no,cellular,4,may,254,4,0,unknown,0,0,0,1,0.70158714,0
32,management,single,tertiary,no,2134,no,no,cellular,10,nov,98,2,0,unknown,0,0,0,1,0.7015753,0
33,management,married,tertiary,no,7154,no,no,cellular,2,aug,153,4,4,other,1,129,0,1,0.7006938,0
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,1,success,1,182,0,1,0.7003247,0
36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,3,4,failure,1,107,0,1,0.69976324,0
52,self-employed,married,secondary,no,-201,no,yes,cellular,19,nov,905,1,2,failure,1,133,0,1,0.6989184,0
30,self-employed,single,tertiary,no,1259,no,no,cellular,20,nov,435,1,0,unknown,0,0,0,1,0.69784296,0
33,management,married,tertiary,no,1390,no,no,cellular,5,mar,77,1,5,failure,1,179,0,1,0.69779813,0
52,blue-collar,married,primary,no,238,yes,no,unknown,15,may,734,5,0,unknown,0,0,0,1,0.69762534,0
42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,0,unknown,0,0,0,1,0.69748247,0
52,management,married,tertiary,no,72,no,no,cellular,2,feb,222,1,0,unknown,0,0,0,1,0.6962477,0
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,1,failure,1,214,0,1,0.69584674,0
32,blue-collar,single,secondary,no,623,yes,no,cellular,20,apr,539,4,0,unknown,0,0,0,1,0.69475067,0
42,management,divorced,tertiary,no,221,yes,no,unknown,7,may,720,2,0,unknown,0,0,0,1,0.69437146,0
31,management,single,tertiary,no,518,yes,no,cellular,18,may,399,1,0,unknown,0,0,0,1,0.69406545,0
26,technician,single,secondary,no,1842,yes,yes,cellular,22,jul,611,1,0,unknown,0,0,0,1,0.69386345,0
30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,0,unknown,0,0,0,1,0.693838,0
64,management,married,tertiary,no,6251,no,no,telephone,5,feb,125,7,0,unknown,0,0,0,1,0.69368786,0
33,technician,married,secondary,no,-204,no,no,cellular,15,may,297,3,0,unknown,0,0,0,1,0.6934485,0
41,management,single,tertiary,no,6116,no,no,cellular,7,sep,97,1,0,unknown,0,0,0,1,0.69323254,0
28,admin.,single,secondary,no,1448,no,no,cellular,8,jun,130,5,0,unknown,0,0,0,1,0.6912223,0
61,retired,married,secondary,no,89,no,no,cellular,28,jan,477,2,3,failure,1,92,0,1,0.69091624,0
31,self-employed,single,tertiary,no,3361,no,no,cellular,19,nov,457,2,0,unknown,0,0,0,1,0.69079024,0
47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,495,1,0,unknown,0,0,0,1,0.69061947,0
27,unemployed,single,tertiary,no,2033,no,no,telephone,2,mar,39,2,0,unknown,0,0,0,1,0.68962395,0
29,technician,single,tertiary,no,323,no,no,cellular,3,feb,118,1,0,unknown,0,0,0,1,0.6894665,0
42,unemployed,single,secondary,no,1523,yes,no,cellular,2,feb,736,1,0,unknown,0,0,0,1,0.6886666,0
52,admin.,married,secondary,no,686,no,no,cellular,30,jul,544,2,0,unknown,0,0,0,1,0.68828607,0
44,blue-collar,married,primary,no,3433,yes,no,unknown,2,jun,548,8,0,unknown,0,0,0,1,0.6881642,0
35,blue-collar,divorced,secondary,no,52,yes,no,unknown,30,may,574,1,0,unknown,0,0,0,1,0.68751127,0
77,retired,married,unknown,no,38,no,no,telephone,3,feb,261,1,0,unknown,0,0,0,1,0.6855114,0
32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,0,unknown,0,0,0,1,0.68248755,0
53,retired,married,secondary,no,4968,no,no,cellular,8,feb,94,1,1,other,1,333,0,1,0.6822821,0
57,entrepreneur,married,tertiary,no,0,no,no,telephone,18,jun,390,15,0,unknown,0,0,0,1,0.68190956,0
49,services,married,secondary,no,271,yes,yes,cellular,12,may,541,2,2,other,1,330,0,1,0.681638,0
39,student,single,unknown,no,64,no,no,cellular,12,nov,366,2,1,failure,1,98,0,1,0.6814298,0
35,management,single,unknown,no,137,no,no,unknown,28,may,667,3,0,unknown,0,0,0,1,0.681238,0
41,unemployed,married,secondary,no,0,no,no,cellular,5,feb,532,2,0,unknown,0,0,0,1,0.68117213,0
59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,0,unknown,0,0,0,1,0.6810737,0
38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,141,2,6,other,1,185,0,1,0.68064183,0
49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,0,unknown,0,0,0,1,0.6801543,0
37,management,married,tertiary,no,393,yes,no,cellular,12,aug,62,2,2,success,1,104,0,1,0.67965084,0
55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,0,unknown,0,0,0,1,0.6786047,0
30,technician,single,tertiary,no,290,no,no,cellular,11,aug,485,5,0,unknown,0,0,0,1,0.67840767,0
34,blue-collar,single,primary,no,2040,no,no,unknown,17,jun,509,4,0,unknown,0,0,0,1,0.67814183,0
70,unknown,married,tertiary,no,353,no,no,cellular,26,oct,110,2,0,unknown,0,0,0,1,0.6775981,0
49,technician,single,secondary,no,0,yes,no,cellular,26,may,223,1,0,unknown,0,0,0,1,0.6771723,0
42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,543,2,0,unknown,0,0,0,1,0.6759745,0
48,self-employed,divorced,secondary,yes,7,no,no,unknown,20,jun,633,2,0,unknown,0,0,0,1,0.67500776,0
46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,0,unknown,0,0,0,1,0.6744615,0
28,admin.,single,secondary,no,659,no,no,cellular,9,feb,70,2,0,unknown,0,0,0,1,0.67418534,0
79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,0,unknown,0,0,0,1,0.6740463,0
28,technician,single,tertiary,no,230,yes,no,cellular,20,apr,505,3,0,unknown,0,0,0,1,0.6729471,0
54,management,married,tertiary,no,11391,no,no,cellular,4,aug,333,1,0,unknown,0,0,0,1,0.67184544,0
29,admin.,single,secondary,no,732,yes,no,unknown,19,jun,409,1,0,unknown,0,0,0,1,0.6711843,0
48,technician,divorced,secondary,no,105,no,no,cellular,29,aug,520,2,0,unknown,0,0,0,1,0.67036104,0
26,admin.,married,tertiary,no,319,no,no,cellular,15,oct,88,1,0,unknown,0,0,0,1,0.6696107,0
49,technician,divorced,tertiary,no,0,yes,no,cellular,12,jun,177,3,0,unknown,0,0,0,1,0.66940826,0
32,technician,single,secondary,no,0,no,no,cellular,3,feb,446,1,0,unknown,0,0,0,1,0.6676461,0
37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,0,unknown,0,0,0,1,0.6670268,0
27,technician,single,secondary,no,1601,no,no,cellular,4,feb,390,2,0,unknown,0,0,0,1,0.66618794,0
50,blue-collar,married,primary,no,383,no,no,telephone,2,oct,382,2,0,unknown,0,0,0,1,0.66585845,0
33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,2,failure,1,89,0,1,0.6648642,0
31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,0,unknown,0,0,0,1,0.6642094,0
30,unemployed,single,secondary,no,1058,no,no,cellular,4,feb,515,1,0,unknown,0,0,0,1,0.6624793,0
35,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663,2,0,unknown,0,0,0,1,0.66158867,0
31,technician,married,secondary,no,84,no,no,cellular,15,may,264,2,0,unknown,0,0,0,1,0.660201,0
39,services,married,secondary,no,0,no,no,cellular,7,jul,333,5,0,unknown,0,0,0,1,0.6595426,0
55,technician,married,tertiary,no,1354,no,no,cellular,21,aug,545,4,0,unknown,0,0,0,1,0.6593167,0
40,self-employed,married,tertiary,no,13669,no,no,cellular,14,apr,255,7,0,unknown,0,0,0,1,0.6591392,0
34,management,single,tertiary,no,705,yes,no,cellular,6,may,458,3,0,unknown,0,0,0,1,0.6588378,0
46,services,divorced,secondary,no,778,yes,no,unknown,19,may,579,1,0,unknown,0,0,0,1,0.65831167,0
31,blue-collar,single,secondary,no,-538,no,yes,cellular,6,feb,521,1,0,unknown,0,0,0,1,0.6581029,0
48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,0,unknown,0,0,0,1,0.65716386,0
60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,0,unknown,0,0,0,1,0.65646356,0
60,retired,married,secondary,no,372,no,no,cellular,28,jan,449,2,0,unknown,0,0,0,1,0.65636814,0
45,admin.,married,secondary,no,1435,yes,no,cellular,11,aug,201,1,1,failure,1,103,0,1,0.65595406,0
35,blue-collar,single,primary,no,1215,yes,no,unknown,15,may,597,1,0,unknown,0,0,0,1,0.6557706,0
44,housemaid,divorced,secondary,no,653,no,no,cellular,17,nov,475,1,0,unknown,0,0,0,1,0.6553225,0
50,technician,married,tertiary,no,1830,no,no,cellular,14,may,318,3,0,unknown,0,0,0,1,0.65522385,0
59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,0,unknown,0,0,0,1,0.6551926,0
59,unemployed,married,primary,no,19102,no,no,cellular,5,feb,462,1,0,unknown,0,0,0,1,0.65515727,0
39,blue-collar,married,secondary,no,518,yes,no,unknown,4,jun,608,2,0,unknown,0,0,0,1,0.65478563,0
30,services,married,secondary,no,1222,yes,no,cellular,14,may,444,1,0,unknown,0,0,0,1,0.6545665,0
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,0,unknown,0,0,0,1,0.6534939,0
45,blue-collar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,0,unknown,0,0,0,1,0.65334755,0
48,blue-collar,single,secondary,no,574,no,no,cellular,12,may,328,2,0,unknown,0,0,0,1,0.6518554,0
80,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,0,unknown,0,0,0,1,0.65120035,0
35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,5,other,1,181,0,1,0.6496533,0
28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,728,1,3,other,1,316,0,1,0.648867,0
30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270,3,4,other,1,241,0,1,0.6477608,0
45,entrepreneur,single,primary,no,0,no,no,cellular,7,apr,354,1,0,unknown,0,0,0,1,0.64756817,0
31,technician,single,secondary,no,-348,yes,no,cellular,18,may,410,1,0,unknown,0,0,0,1,0.64684236,0
31,management,married,unknown,no,68,yes,no,cellular,5,feb,425,2,27,other,1,189,0,1,0.6459472,0
19,student,single,secondary,no,526,no,no,cellular,14,dec,122,3,0,unknown,0,0,0,1,0.6459426,0
26,services,single,tertiary,no,12,no,no,cellular,15,dec,72,4,6,success,1,186,0,1,0.64545155,0
60,admin.,married,secondary,no,1538,no,no,cellular,13,aug,352,2,0,unknown,0,0,0,1,0.64509195,0
30,admin.,single,secondary,no,873,no,no,cellular,7,oct,301,1,2,failure,1,216,0,1,0.6444901,0
55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,0,unknown,0,0,0,1,0.64361,0
47,housemaid,single,secondary,no,17023,no,no,cellular,26,may,379,2,4,other,1,97,0,1,0.64350337,0
64,technician,married,tertiary,no,826,no,no,telephone,22,apr,101,1,0,unknown,0,0,0,1,0.6428694,0
59,admin.,divorced,primary,no,0,yes,no,cellular,29,jul,604,3,0,unknown,0,0,0,1,0.64221317,0
55,entrepreneur,divorced,tertiary,no,903,yes,no,telephone,14,may,536,3,0,unknown,0,0,0,1,0.64160496,0
47,admin.,single,secondary,no,-874,yes,no,cellular,30,jul,528,2,0,unknown,0,0,0,1,0.64011425,0
26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,0,unknown,0,0,0,1,0.63972557,0
48,blue-collar,married,secondary,no,1039,yes,no,cellular,17,nov,581,1,0,unknown,0,0,0,1,0.63880575,0
38,technician,married,secondary,no,32,yes,no,unknown,9,may,705,1,0,unknown,0,0,0,1,0.636117,0
39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,0,unknown,0,0,0,1,0.6360789,0
31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,0,unknown,0,0,0,1,0.6355015,0
30,blue-collar,married,secondary,no,2583,yes,no,cellular,14,may,436,3,0,unknown,0,0,0,1,0.6353094,0
27,student,single,unknown,no,598,no,no,cellular,12,aug,126,1,1,failure,1,524,0,1,0.63511693,0
24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,2,failure,1,67,0,1,0.63506436,0
44,management,married,secondary,no,3286,yes,no,cellular,18,jul,569,1,0,unknown,0,0,0,1,0.63392156,0
32,management,married,tertiary,no,8300,no,yes,cellular,14,jul,460,3,0,unknown,0,0,0,1,0.63370293,0
33,management,single,tertiary,no,605,no,no,cellular,7,aug,452,3,0,unknown,0,0,0,1,0.6334863,0
33,blue-collar,single,secondary,no,-147,yes,no,unknown,30,may,652,2,0,unknown,0,0,0,1,0.63308144,0
30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,nov,779,2,1,failure,1,175,0,1,0.6326589,0
42,services,married,primary,no,248,yes,no,cellular,14,may,480,2,0,unknown,0,0,0,1,0.6322584,0
26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,0,unknown,0,0,0,1,0.6305168,0
39,blue-collar,married,primary,no,-388,yes,no,unknown,29,may,691,1,0,unknown,0,0,0,1,0.6296747,0
46,technician,married,secondary,no,487,no,no,cellular,4,aug,432,1,0,unknown,0,0,0,1,0.6296176,0
